"title","price","discount","developer","publisher","release_date","valoration","reviews","stock","descarga","f2p","initial_price","DLC","genre1","genre2","multiplayer","indie","year","month","day"
"Paladins",1,85,"Evil Mojo Games","Hi-Rez Studios","2018-05-08",2,0,0,"No",1,10.0909090909091,FALSE,"Acción","Aventura",TRUE,FALSE,2018,5,8
"Resort Boss: Golf",7.23,40,"Gus Martin","Excalibur Publishing","2019-02-14",4,0,1,"Descarga digital",0,12.05,FALSE,"Simulación","Deporte",FALSE,TRUE,2019,2,14
"Grand Theft Auto: San Andreas",5.39,46,"Rockstar Games","Rockstar Games","2005-06-06",10,67,0,"No",0,9.98148148148148,FALSE,"Acción","Aventura",TRUE,FALSE,2005,6,6
"Arelite Core",4.96,75,"Dragon Slumber","Dragon Slumber","2017-02-08",8,0,1,"Descarga digital",0,19.84,FALSE,"RPG","RPG",FALSE,TRUE,2017,2,8
"Antisquad",1,83,"InsGames","INSGAMES LIMITED","2014-10-31",10,0,1,"Descarga digital",0,5.88235294117647,FALSE,"Acción","Aventura",FALSE,FALSE,2014,10,31
"Airships: Conquer The Skies",10.99,48,"David Stark","David Stark","2018-08-16",9,0,0,"No",0,21.1346153846154,FALSE,"Acción","Estrategia",FALSE,TRUE,2018,8,16
"Railway Empire - Great Britain & Ireland",3.86,61,"Gaming Minds Studios","Kalypso Media","2018-12-14",10,0,1,"Descarga digital",0,9.8974358974359,TRUE,"Simulación","Estrategia",FALSE,FALSE,2018,12,14
"Hearts of Iron III",1.99,80,"Paradox Development Studio","Paradox Interactive","2009-08-07",9,6,1,"Descarga digital",0,9.95,FALSE,"Estrategia","Estrategia",FALSE,FALSE,2009,8,7
"DiRT Rally 2.0 Deluxe Edition",9.99,50,"Codemasters","Codemasters","2019-02-26",9,19,0,"No",0,19.98,FALSE,"Carreras","Simulación",FALSE,FALSE,2019,2,26
"Q.U.B.E. 2",3.6,86,"Toxic Games","Trapped Nerve Games","2018-03-13",9,1,0,"No",0,25.7142857142857,FALSE,"Acción","Aventura",FALSE,TRUE,2018,3,13
"Trafic Giant",1.98,80,"QLOC","Toplitz Productions","2001-02-28",8,0,0,"No",0,9.9,FALSE,"Simulación","Estrategia",FALSE,FALSE,2001,2,28
"Hard Reset Redux",2.2,89,"Flying Wild Hog","Good Shepherd Entertainment","2016-06-03",9,1,0,"No",0,20,FALSE,"Acción","Aventura",FALSE,FALSE,2016,6,3
"Running With Rifles",9.31,38,"Osumia Games","Osumia Games","2015-04-02",9,1,0,"No",0,15.0161290322581,FALSE,"Acción","Acción",FALSE,TRUE,2015,4,2
"Lost Castle",3.96,60,"Hunter Studio","Neon Doctrine","2016-09-01",9,1,0,"No",0,9.9,FALSE,"Acción","Aventura",FALSE,TRUE,2016,9,1
"Battle Chef Brigade",3.4,83,"Trinket Studios","Trinket Studios","2017-11-20",9,2,0,"No",0,20,FALSE,"Acción","Aventura",FALSE,TRUE,2017,11,20
"Gremlins, Inc.",2.99,85,"Charlie Oscar Lima Tango Interactive Entertainment","The Merchant Guild of Rund (Limited)","2016-03-11",8,1,0,"No",0,19.9333333333333,FALSE,"Estrategia","Estrategia",FALSE,TRUE,2016,3,11
"Bloodstained: Ritual of the Night",7.57,81,"ArtPlay","505 Games","2019-06-18",9,10,0,"No",0,39.8421052631579,FALSE,"Acción","Aventura",FALSE,FALSE,2019,6,18
"Monster Hunter: World - Deluxe Edition",35.48,11,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","2018-08-09",10,404,0,"No",0,39.8651685393258,FALSE,"Acción","Acción",FALSE,FALSE,2018,8,9
"Lego The Hobbit",1.37,93,"Feral Interactive (Mac)","Feral Interactive (Mac)","2014-04-10",9,44,0,"No",0,19.5714285714286,FALSE,"Acción","Aventura",FALSE,FALSE,2014,4,10
"Void Bastards",3.29,89,"Blue Manchu","Humble Games","2019-05-29",10,1,0,"No",0,29.9090909090909,FALSE,"Acción","Estrategia",FALSE,FALSE,2019,5,29
"Untitled Goose Game",1.01,94,"House House","Panic","2020-09-23",10,4,0,"No",0,16.8333333333333,FALSE,"Acción","Acción",FALSE,TRUE,2020,9,23
"Stars In Shadow",2.21,91,"Ashdar Games","Iceberg Interactive","2017-01-19",10,1,1,"Descarga digital",0,24.5555555555556,FALSE,"Estrategia","Estrategia",FALSE,TRUE,2017,1,19
"Better Late Than Dead",1,75,"Odin Game Studio","Excalibur Publishing","2016-03-03",2,1,0,"No",0,4,FALSE,"Acción","Aventura",FALSE,TRUE,2016,3,3
"Feudal Alloy",5.66,28,"Attu Games","Attu Games","2019-01-17",8,0,0,"No",0,19.0166666666667,FALSE,"Acción","Aventura",FALSE,TRUE,2019,1,17
"SENRAN KAGURA Burst Re:Newal",10.49,65,"Tamsoft","Marvelous","2019-01-22",10,0,0,"No",0,29.9714285714286,FALSE,"Acción","Acción",FALSE,FALSE,2019,1,22
"ToeJam & Earl: Back in the Groove!",4.95,60,"HumaNature Studios","HumaNature Studios","2019-03-01",5,0,1,"Descarga digital",0,12.375,FALSE,"Aventura","Aventura",FALSE,TRUE,2019,3,1
"Hell Yeah: Wrath of the Dead Rabbit",3.4,74,"Arkedo","SEGA","2012-10-03",10,2,0,"No",0,13.0769230769231,FALSE,"Acción","Acción",FALSE,FALSE,2012,10,3
"Farming Simulator 17 - Platinium Expansion",7.25,27,"Giants Software","Giants Software","2017-11-14",8,0,1,"Descarga digital",0,9.93150684931507,TRUE,"Simulación","Simulación",FALSE,FALSE,2017,11,14
"Sins Of A Solar Empire: Rebellion - Ultimate Edition",21.29,76,"Ironclad Games","Stardock Entertainment","2012-06-12",10,8,0,"No",0,88.7083333333333,FALSE,"Acción","Simulación",FALSE,TRUE,2012,6,12
"Phantom Halls",8.19,51,"Incendium LLC","Incendium LTD","2018-10-31",7,0,0,"No",0,16.7142857142857,FALSE,"Acción","Aventura",FALSE,TRUE,2018,10,31
"Override: Mech City Brawl",1.06,95,"The Balance Inc","Modus Games","2018-12-04",5,2,1,"Descarga digital",0,21.2,FALSE,"Acción","Acción",FALSE,TRUE,2018,12,4
"Iris.Fall",8.99,28,"NEXT Studios","NEXT Studios","2018-12-07",7,0,0,"No",0,12.4861111111111,FALSE,"Aventura","Aventura",FALSE,TRUE,2018,12,7
"Warlocks 2: God Slayers",9.87,51,"Frozen District","No Gravity Games","2019-07-18",8,0,1,"Descarga digital",0,20.1428571428571,FALSE,"Acción","RPG",FALSE,TRUE,2019,7,18
"Desert Child",3.6,69,"Oscar Brittain","Akupara Games","2018-12-11",8,0,1,"Descarga digital",0,11.6129032258065,FALSE,"Acción","Carreras",FALSE,TRUE,2018,12,11
"Don't Starve",6.45,21,"Klei Entertainment","Klei Entertainment","2013-04-23",9,10,0,"No",0,8.16455696202532,FALSE,"Aventura","Simulación",FALSE,TRUE,2013,4,23
"X Rebirth Complete Edition",16.69,67,"Egosoft","Egosoft","2013-11-15",8,8,1,"Descarga digital",0,50.5757575757576,FALSE,"Acción","Simulación",FALSE,FALSE,2013,11,15
"Beach Resort Simulator",8.43,16,"Earthworm Games","Ravenscourt","2014-11-28",1,1,1,"Descarga digital",0,10.0357142857143,FALSE,"Simulación","Simulación",FALSE,FALSE,2014,11,28
"Below",21.04,4,"Capybara Games","Capybara Games","2018-12-14",10,0,0,"No",0,21.9166666666667,FALSE,"Acción","Aventura",FALSE,TRUE,2018,12,14
"Lucius III",1.33,93,"Shiver Games","Shiver Games","2018-12-13",8,4,0,"No",0,19,FALSE,"Aventura","Aventura",FALSE,TRUE,2018,12,13
"Call of Duty: Advanced Warfare",31.96,36,"Sledgehammer Games","Activision","2014-11-03",8,147,0,"No",0,49.9375,FALSE,"Acción","Acción",FALSE,FALSE,2014,11,3
"Atlas",21.05,16,"Instinct Games","Grapeshot Games","2018-12-21",10,9,0,"No",0,25.0595238095238,FALSE,"Acción","Aventura",FALSE,FALSE,2018,12,21
"Football Director 2019",2,39,"Sports Director Ltd","Alternative Software Ltd","2018-12-14",10,0,1,"Descarga digital",0,3.27868852459016,FALSE,"Simulación","Deporte",FALSE,TRUE,2018,12,14
"Sekiro: Shadows Die Twice - GOTY Edition - Europe",33.33,44,"FromSoftware","方块游戏 (Asia)","2019-03-21",10,75,0,"No",0,59.5178571428571,FALSE,"Acción","Aventura",FALSE,FALSE,2019,3,21
"Monster Boy and the Cursed Kingdom",22.36,25,"Game Atelier","FDG Entertainment","2019-07-25",8,0,0,"No",0,29.8133333333333,FALSE,"Acción","Aventura",FALSE,TRUE,2019,7,25
"SOS Survival",4.49,45,"StudioFriends","StudioFriends","2018-10-31",9,0,0,"No",0,8.16363636363636,FALSE,"Acción","RPG",FALSE,TRUE,2018,10,31
"Rico",12.18,39,"Ground Shatter","Rising Star Games","2019-03-14",8,0,1,"Descarga digital",0,19.9672131147541,FALSE,"Acción","Acción",FALSE,TRUE,2019,3,14
"Temtem",40.93,9,"Crema","Humble Games","2022-09-06",10,62,0,"No",0,44.978021978022,FALSE,"Aventura","RPG",TRUE,TRUE,2022,9,6
"Mugsters",3.28,34,"Reinkout Games","Team17 Digital Ltd","2018-07-17",10,0,1,"Descarga digital",0,4.96969696969697,FALSE,"Acción","Acción",FALSE,TRUE,2018,7,17
"Impire",4.85,76,"Cyanide Montreal","Paradox Interactive","2013-02-14",5,5,1,"Descarga digital",0,20.2083333333333,FALSE,"Estrategia","Estrategia",FALSE,FALSE,2013,2,14
"Dead by Daylight Deluxe Edition",8.68,57,"Behaviour Interactive Inc.","Behaviour Interactive Inc.","2016-06-14",9,548,0,"No",0,20.1860465116279,FALSE,"Acción","Acción",TRUE,FALSE,2016,6,14
"Artifact",2.66,80,"Valve","Valve","2018-11-28",10,0,0,"No",1,6.66666666666667,FALSE,"Estrategia","Estrategia",FALSE,FALSE,2018,11,28
"Hypernova",11.19,7,"Actalogic","Actalogic","2017-09-06",10,0,0,"No",0,12.0322580645161,FALSE,"Acción","Estrategia",FALSE,FALSE,2017,9,6
"Christmas Carol",1,88,"Solid Dev","Libredia","2018-11-19",10,0,0,"No",0,8.33333333333333,FALSE,"Aventura","Aventura",FALSE,FALSE,2018,11,19
"Her Majesty's Spiffing",6.53,46,"Billy Goat Entertainment Ltd","Secret Mode","2016-12-07",10,0,1,"Descarga digital",0,12.0925925925926,FALSE,"Aventura","Aventura",FALSE,TRUE,2016,12,7
"Play With Me: Escape room",1.02,57,"Airem","Airem","2018-01-17",4,2,0,"No",0,2.37209302325581,FALSE,"Acción","Aventura",FALSE,TRUE,2018,1,17
"GUTS",6.68,33,"Flux Games Inc.","Libredia Entertainment","2017-11-15",10,0,1,"Descarga digital",0,9.97014925373134,FALSE,"Acción","Deporte",FALSE,TRUE,2017,11,15
"Bohemian Killing",3.26,75,"The Moonwalls","Libredia Entertainment","2016-07-21",6,0,0,"No",0,13.04,FALSE,"Aventura","Aventura",FALSE,TRUE,2016,7,21
"Die For Valhalla",6.56,45,"Monster Couch","Monster Couch","2018-05-29",10,0,1,"Descarga digital",0,11.9272727272727,FALSE,"Acción","Aventura",FALSE,TRUE,2018,5,29
"Woodpunk",11.23,25,"Meteorbyte Studios","Libredia Entertainment","2018-11-22",10,0,1,"Descarga digital",0,14.9733333333333,FALSE,"Acción","Acción",FALSE,TRUE,2018,11,22
"Depraved",5.99,70,"Evil Bite","Evil Bite","2019-09-21",10,2,0,"No",0,19.9666666666667,FALSE,"Simulación","Estrategia",FALSE,TRUE,2019,9,21
"Killer7",7.12,64,"Engine Software BV","NIS America, Inc.","2018-11-15",10,0,1,"Descarga digital",0,19.7777777777778,FALSE,"Acción","Aventura",FALSE,FALSE,2018,11,15
"ARK: Extinction Expansion Pack",13.99,79,"Efecto Studios","Snail Games USA","2018-11-07",10,1,0,"No",0,66.6190476190476,TRUE,"Acción","Aventura",FALSE,TRUE,2018,11,7
"MMA Team Manager",14.03,33,"Alternative Software Ltd","Alternative Software Ltd","2019-03-11",4,0,0,"No",0,20.9402985074627,FALSE,"Acción","Simulación",FALSE,TRUE,2019,3,11
"Xeno Time Inception",1,89,"Xeno Gaming LLC","Xeno Gaming LLC","2021-07-21",10,0,0,"No",0,9.09090909090909,FALSE,"Acción","Aventura",FALSE,TRUE,2021,7,21
"Lethal League Blaze",4.78,76,"Team Reptile","Team Reptile","2018-10-24",10,5,0,"No",0,19.9166666666667,FALSE,"Acción","Deporte",FALSE,TRUE,2018,10,24
"The Cave",3.69,72,"Double Fine Productions","Double Fine Productions","2013-01-24",8,3,0,"No",0,13.1785714285714,FALSE,"Aventura","Aventura",FALSE,FALSE,2013,1,24
"Bioshock 2",9.28,54,"2K China","2K","2010-02-09",9,28,1,"Descarga digital",0,20.1739130434783,FALSE,"Acción","Acción",FALSE,FALSE,2010,2,9
"The quiet Man",6.35,58,"Human Head Studios","Square Enix","2018-11-01",1,1,1,"Descarga digital",0,15.1190476190476,FALSE,"Acción","Acción",FALSE,FALSE,2018,11,1
"Warriors Orochi 4",32.99,53,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.","2018-10-16",8,1,0,"No",0,70.1914893617021,FALSE,"Acción","Acción",FALSE,FALSE,2018,10,16
"Bioshock",4.99,67,"2K Australia","2K","2007-08-21",10,58,0,"No",0,15.1212121212121,FALSE,"Acción","RPG",FALSE,FALSE,2007,8,21
"Shortest Trip to Earth",1.86,92,"Interactive Fate","Iceberg Interactive","2019-08-15",3,0,0,"No",0,23.25,FALSE,"Acción","Aventura",FALSE,TRUE,2019,8,15
"Jump Force - Europe",29.21,51,"Spike Chunsoft Co., Ltd.","BANDAI NAMCO Entertainment","2019-02-14",8,68,0,"No",0,59.6122448979592,FALSE,"Acción","Acción",FALSE,FALSE,2019,2,14
"Franchise Hockey Manager 5",6.99,65,"Minos Games","Out of the Park Developments","2018-10-05",9,0,0,"No",0,19.9714285714286,FALSE,"Simulación","Deporte",FALSE,TRUE,2018,10,5
"TheHunter: Call of the Wild 2019 Edition - Europe",16.41,58,"Expansive Worlds","Expansive Worlds","2017-02-16",10,137,0,"No",0,39.0714285714286,FALSE,"Aventura","Simulación",FALSE,FALSE,2017,2,16
"A Hat in Time",16.7,42,"Gears for Breakfast","Gears for Breakfast","2017-10-05",10,12,0,"No",0,28.7931034482759,FALSE,"Aventura","Aventura",FALSE,TRUE,2017,10,5
"Eximius: Seize the Frontline",16.99,40,"Ammobox Studios","Ammobox Studios","2021-03-16",10,1,0,"No",0,14.85,FALSE,"Acción","Estrategia",FALSE,FALSE,2021,3,16
"DiRT Rally 2.0",8.12,59,"Codemasters","Codemasters","2019-02-26",9,34,0,"No",0,19.8048780487805,FALSE,"Carreras","Simulación",FALSE,FALSE,2019,2,26
"Afghanistan '11",2.99,89,"Retro Epic","Slitherine Ltd.","2017-03-23",9,0,0,"No",0,27.1818181818182,FALSE,"Estrategia","Estrategia",FALSE,TRUE,2017,3,23
"Black Clover: Quartet Knights Season Pass",6.86,54,"ILINX, Inc.","BANDAI NAMCO Entertainment","2018-09-14",10,0,1,"Descarga digital",0,14.9130434782609,TRUE,"Acción","Acción",FALSE,FALSE,2018,9,14
"Kingdom Come: Deliverance The Amorous Adventures of Bold Sir Hans Capon",3.3,45,"Warhorse Studios","Prime Matter","2018-10-16",6,3,1,"Descarga digital",0,6,TRUE,"Acción","Aventura",FALSE,FALSE,2018,10,16
"My Memory of Us",1.35,91,"Juggler Games","IMGN.PRO","2018-10-09",8,1,0,"No",0,15,FALSE,"Acción","Aventura",FALSE,TRUE,2018,10,9
"Total War: Rome II Caesar Edition - Europe",14.11,76,"CREATIVE ASSEMBLY","SEGA","2013-09-02",10,97,0,"No",0,58.7916666666667,FALSE,"Estrategia","Estrategia",FALSE,FALSE,2013,9,2
"Alan Wake's: American Nightmare",1.17,84,"Remedy Entertainment","Remedy Entertainment","2012-05-22",7,18,0,"No",0,7.3125,FALSE,"Acción","Aventura",FALSE,FALSE,2012,5,22
"Rush: A Disney & Pixar Adventure",9.98,41,"Asobo Studio","Xbox Game Studios","2018-09-14",10,2,1,"Descarga digital",0,16.9152542372881,FALSE,"Aventura","Aventura",FALSE,FALSE,2018,9,14
"Shadow of the Tomb Raider Croft Edition",17.99,80,"Nixxes","Feral Interactive (Linux)","2018-09-14",10,148,0,"No",0,89.95,FALSE,"Acción","Aventura",FALSE,FALSE,2018,9,14
"Disneyland Adventures",3.33,80,"Asobo Studio","Xbox Game Studios","2018-09-14",10,1,0,"No",0,16.65,FALSE,"Aventura","Aventura",FALSE,FALSE,2018,9,14
"We Happy Few Season Pass",6.06,76,"Compulsion Games","Gearbox Publishing","2019-04-04",10,0,1,"Descarga digital",0,25.25,TRUE,"Acción","Aventura",FALSE,TRUE,2019,4,4
"Victory At Sea Pacific",2.99,91,"Evil Twin Artworks","Evil Twin Artworks","2018-09-14",8,1,0,"No",0,33.2222222222222,FALSE,"Acción","Aventura",FALSE,TRUE,2018,9,14
"Saints Row IV: Commander in Chief - Europe",1.09,45,"Deep Silver Volition","Deep Silver","2013-09-25",8,1,0,"No",0,1.98181818181818,TRUE,"Acción","Aventura",FALSE,FALSE,2013,9,25
"Megaquarium",17.99,27,"Twice Circled","Twice Circled","2018-09-13",9,7,0,"No",0,24.6438356164384,FALSE,"Simulación","Estrategia",FALSE,TRUE,2018,9,13
"The Sun and Moon",2.32,67,"Daniel Linssen","Kot in Action Creative Artel","2014-11-14",9,0,1,"Descarga digital",0,7.03030303030303,FALSE,"Acción","Acción",FALSE,TRUE,2014,11,14
"The Next Penelope",2.26,83,"Aurelien Regard","Plug In Digital","2015-05-29",10,0,1,"Descarga digital",0,13.2941176470588,FALSE,"Acción","Carreras",FALSE,TRUE,2015,5,29
"The Marvellous Miss Take",1.72,90,"Wonderstruck","Wonderstruck","2014-11-20",8,2,1,"Descarga digital",0,17.2,FALSE,"Acción","Acción",FALSE,TRUE,2014,11,20
"The Last Federation",3.06,82,"Arcen Games, LLC","Arcen Games, LLC","2014-04-18",7,0,1,"Descarga digital",0,17,FALSE,"Simulación","Estrategia",FALSE,TRUE,2014,4,18
"The Incredible Adventures of Van Helsing",10.9,27,"NeocoreGames","NeocoreGames","2013-05-22",9,8,1,"Descarga digital",0,14.9315068493151,FALSE,"Acción","Aventura",FALSE,TRUE,2013,5,22
"Murdered: Soul Suspect (Special Edition)",1.75,91,"Airtight Games","Square Enix","2014-06-05",9,38,0,"No",0,19.4444444444444,FALSE,"Acción","Aventura",FALSE,FALSE,2014,6,5
"The Haunted: Hells Reach",5.89,34,"KTX Software","Signo & Arte","2011-10-25",8,0,0,"No",0,8.92424242424242,FALSE,"Acción","Acción",FALSE,TRUE,2011,10,25
"The Flame in the Flood",1.42,91,"The Molasses Flood","Curve Games","2016-02-24",10,3,0,"No",0,15.7777777777778,FALSE,"Acción","Aventura",FALSE,TRUE,2016,2,24
"The Fall",1.92,81,"Over The Moon","Over The Moon","2014-05-30",10,2,1,"Descarga digital",0,10.1052631578947,FALSE,"Acción","Aventura",FALSE,TRUE,2014,5,30
"Slap City",6.53,61,"Ludosity","Ludosity","2020-09-17",2,0,1,"Descarga digital",0,16.7435897435897,FALSE,"Acción","Acción",FALSE,TRUE,2020,9,17
"Tesla Effect: A Tex Murphy Adventure",1.86,91,"Big Finish Games","Big Finish Games","2014-05-08",10,0,0,"No",0,20.6666666666667,FALSE,"Aventura","Aventura",FALSE,TRUE,2014,5,8
"Tango Fiesta",2.78,72,"Spilt Milk Studios Ltd","Spilt Milk Studios Ltd","2015-09-24",10,0,0,"No",0,9.92857142857143,FALSE,"Acción","Acción",FALSE,TRUE,2015,9,24
"Sword of the Stars II Enhanced Edition",5.2,74,"Kerberos Productions","Paradox Interactive","2012-11-30",2,0,1,"Descarga digital",0,20,FALSE,"Estrategia","Estrategia",TRUE,FALSE,2012,11,30
"Switchcars",1.46,84,"Altfuture","Altfuture","2021-04-30",10,0,0,"No",0,9.125,FALSE,"Acción","Carreras",FALSE,TRUE,2021,4,30
"Super Win the Game",1.18,85,"Minor Key Games","Minor Key Games","2014-10-01",6,0,0,"No",0,7.86666666666667,FALSE,"Acción","Acción",FALSE,TRUE,2014,10,1
"Train Sim World Bundle",4.1,90,"Dovetail Games","Dovetail Games - TSW","2018-07-24",9,8,0,"No",0,41,FALSE,"Simulación","Simulación",FALSE,FALSE,2018,7,24
"Sudeki",2.52,58,"Climax Studios","Climax Group","2005-03-25",10,0,0,"No",0,6,FALSE,"Acción","Aventura",FALSE,FALSE,2005,3,25
"Strong Bad's Cool Game for Attractive People: Season 1",5.05,60,"Telltale","Telltale","2008-12-18",10,2,1,"Descarga digital",0,12.625,FALSE,"Aventura","Aventura",FALSE,FALSE,2008,12,18
"Street Racing Syndicate",2.06,14,"Eutechnyx","Funbox Media Ltd","2005-01-08",10,1,0,"No",0,2.3953488372093,FALSE,"Carreras","Carreras",FALSE,FALSE,2005,1,8
"Street Fighter X Tekken",6.46,50,"CAPCOM U.S.A., INC.","CAPCOM U.S.A., INC.","2012-05-11",5,2,0,"No",0,12.92,FALSE,"Acción","Acción",FALSE,FALSE,2012,5,11
"Stellar Overload",9.88,51,"Cubical Drift","Cubical Drift","2016-10-11",4,1,0,"No",0,20.1632653061225,FALSE,"Aventura","RPG",FALSE,TRUE,2016,10,11
"Starward Rogue",3.26,67,"Arcen Games, LLC","Arcen Games, LLC","2016-01-22",10,0,1,"Descarga digital",0,9.87878787878788,FALSE,"Acción","Acción",FALSE,TRUE,2016,1,22
"Earthfall",15.46,8,"Holospark","Holospark","2018-07-13",9,1,0,"No",0,16.804347826087,FALSE,"Acción","Acción",FALSE,FALSE,2018,7,13
"Starpoint Gemini 2 Gold Pack",2.37,94,"Little Green Men Games","Little Green Men Games","2014-09-26",9,2,0,"No",0,39.5,FALSE,"Acción","RPG",FALSE,FALSE,2014,9,26
"Stardust Vanguards",2.26,31,"Zanrai Interactive","Zanrai Interactive","2015-01-30",10,0,1,"Descarga digital",0,3.27536231884058,FALSE,"Acción","Acción",TRUE,TRUE,2015,1,30
"Squareface",3.73,7,"VAN CUBO","VAN CUBO","2016-09-12",9,0,1,"Descarga digital",0,4.01075268817204,FALSE,"Acción","RPG",FALSE,TRUE,2016,9,12
"Slipstream 5000",1.13,53,"The Software Refinery","Funbox Media Ltd","1995-12-31",9,0,1,"Descarga digital",0,2.40425531914894,FALSE,"Acción","Carreras",FALSE,FALSE,1995,12,31
"Slain: Back from Hell",1.14,90,"Steel Mantis","Digerati","2016-03-25",10,1,0,"No",0,11.4,FALSE,"Acción","Acción",FALSE,TRUE,2016,3,25
"Shelter 2",3.92,84,"Might and Delight","Might and Delight","2015-03-09",10,0,0,"No",0,24.5,FALSE,"Aventura","Aventura",FALSE,TRUE,2015,3,9
"Shattered Planet",1.93,85,"Kitfox Games","Kitfox Games","2014-07-03",7,0,1,"Descarga digital",0,12.8666666666667,FALSE,"RPG","Estrategia",FALSE,TRUE,2014,7,3
"Shantae and the Pirate's Curse",3.04,85,"WayForward","WayForward","2015-04-23",5,0,0,"No",0,20.2666666666667,FALSE,"Acción","Aventura",FALSE,TRUE,2015,4,23
"Shadowrun: Hong Kong - Extended Edition",2.18,89,"Harebrained Schemes","Paradox Interactive","2015-08-20",9,2,0,"No",0,19.8181818181818,FALSE,"Aventura","RPG",FALSE,TRUE,2015,8,20
"Shadow Harvest: Phantom Ops",3.52,65,"Black Lion Studios","Viva Media","2011-04-15",10,0,0,"No",0,10.0571428571429,FALSE,"Acción","Acción",FALSE,FALSE,2011,4,15
"Seven Kingdoms 2 HD",2.99,70,"Enlight Software Limited","Enlight Software Limited","2015-02-05",9,1,0,"No",0,9.96666666666667,FALSE,"Simulación","Estrategia",FALSE,TRUE,2015,2,5
"SEUM: Speedrunners from Hell",1.42,91,"Pine Studio","Pine Studio","2016-07-28",10,5,0,"No",0,15.7777777777778,FALSE,"Acción","Carreras",FALSE,TRUE,2016,7,28
"Septerra Core",1,80,"Topware Interactive","Topware Interactive","1999-10-31",8,1,1,"Descarga digital",0,5,FALSE,"RPG","RPG",FALSE,FALSE,1999,10,31
"Sentinels of the Multiverse",1.2,88,"Handelabra Games Inc.","Handelabra Games Inc.","2014-12-22",9,0,0,"No",0,10,FALSE,"Estrategia","Estrategia",FALSE,TRUE,2014,12,22
"Seasons after Fall",2.77,72,"Swing Swing Submarine","Focus Entertainment","2016-09-02",10,1,0,"No",0,9.89285714285714,FALSE,"Aventura","Aventura",FALSE,TRUE,2016,9,2
"Screencheat",7.5,50,"Samurai Punk","Samurai Punk","2014-10-22",8,1,0,"No",0,15,FALSE,"Acción","Acción",FALSE,TRUE,2014,10,22
"Runestone Keeper",1.13,86,"Blackfire","Cimugames","2015-03-03",5,0,0,"No",0,8.07142857142857,FALSE,"RPG","Estrategia",FALSE,TRUE,2015,3,3
"RollerCoaster Tycoon 2: Triple Thrill Pack",6.86,31,"Chris Sawyer Productions","Atari","2002-10-15",7,9,0,"No",0,9.94202898550725,FALSE,"Simulación","Estrategia",FALSE,FALSE,2002,10,15
"Rocketbirds: Hardboiled Chicken",1,80,"Ratloop Asia","Reverb Publishing","2012-10-15",10,1,0,"No",0,5,FALSE,"Aventura","Aventura",FALSE,TRUE,2012,10,15
"Rocket Riot",3.2,68,"Codeglue","Codeglue","2016-10-19",9,0,1,"Descarga digital",0,10,FALSE,"Acción","Acción",FALSE,TRUE,2016,10,19
"RoboMatch",1.01,58,"Anti-Ded GameDev","Naarassusi Game","2017-03-06",9,0,0,"No",0,2.4047619047619,FALSE,"RPG","RPG",FALSE,TRUE,2017,3,6
"Roadside Assistance Simulator",2.26,77,"Fragment Production Ltd","rondomedia GmbH","2014-09-25",3,1,1,"Descarga digital",0,9.82608695652174,FALSE,"Simulación","Simulación",FALSE,FALSE,2014,9,25
"Risen 3: Complete Edition",3.99,80,"Piranha Bytes","THQ Nordic","2014-08-13",8,9,0,"No",0,19.95,FALSE,"RPG","RPG",FALSE,FALSE,2014,8,13
"Reus",1.6,84,"Abbey Games","Abbey Games","2013-05-16",8,0,0,"No",0,10,FALSE,"Simulación","Estrategia",FALSE,TRUE,2013,5,16
"Renegade Ops",2.66,80,"Avalanche Studios","SEGA","2011-10-27",9,3,1,"Descarga digital",0,13.3,FALSE,"Acción","Acción",FALSE,FALSE,2011,10,27
"Red Orchestra 2",4.99,75,"Tripwire Interactive","Tripwire Interactive","2011-09-14",9,3,0,"No",0,19.96,FALSE,"Acción","Simulación",TRUE,FALSE,2011,9,14
"Recruits",1.71,83,"Commotion Games Pty Ltd","Commotion Games Pty Ltd","2014-08-01",10,0,0,"No",0,10.0588235294118,FALSE,"Acción","Acción",FALSE,TRUE,2014,8,1
"Realms of the Haunting",2.13,11,"Gremlin Interactive","Funbox Media Ltd","1996-12-31",2,0,1,"Descarga digital",0,2.39325842696629,FALSE,"Acción","Acción",FALSE,FALSE,1996,12,31
"R.A.W. Realms of Ancient War",1,80,"Wizarbox","Focus Entertainment","2012-10-11",8,0,1,"Descarga digital",0,5,FALSE,"Acción","RPG",FALSE,FALSE,2012,10,11
"QUAKE III Arena + Team Arena",4.78,68,"id Software","id Software","1999-12-05",10,1,0,"No",0,14.9375,FALSE,"Acción","Acción",FALSE,FALSE,1999,12,5
"Q.U.B.E: Director's Cut",3.29,59,"Toxic Games","Toxic Games","2014-05-21",7,0,0,"No",0,8.02439024390244,FALSE,"Acción","Aventura",FALSE,TRUE,2014,5,21
"Proteus",2.57,74,"Ed Key and David Kanaga","Twisted Tree","2013-01-30",9,1,0,"No",0,9.88461538461539,FALSE,"Aventura","Aventura",FALSE,TRUE,2013,1,30
"Prime World: Defenders",1.6,82,"Nival","Nival","2013-06-05",9,0,0,"No",0,8.88888888888889,FALSE,"RPG","Estrategia",FALSE,TRUE,2013,6,5
